"ID","NAMES","population_AsTheCrowFlies_POT_2500"
"77175","Evry-Gregy-sur-Yerre",3515.56842491
"77176","Faremoutiers",4171.70866075
"77177","Favieres",1414.36978875
"77178","Fay-les-Nemours",1620.19840353
"77179","Fericy",2256.92532756
"77180","Ferolles-Attilly",6733.93509095
"77181","Ferrieres-en-Brie",26419.49262039
"77182","La Ferte-Gaucher",6129.90068284
"77183","La Ferte-sous-Jouarre",10215.83275094
"77184","Flagy",1837.71171663
"77185","Fleury-en-Biere",2058.14982922
"77186","Fontainebleau",15533.75296739
"77187","Fontaine-Fourches",707.76645801
"77188","Fontaine-le-Port",2447.67859282
"77190","Fontains",1358.29396474
"77191","Fontenailles",1244.56134738
"77192","Fontenay-Tresigny",5815.02094891
"77193","Forfry",1564.97004923
"77194","Forges",2552.84767748
"77195","Fouju",1489.23074087
"77196","Fresnes-sur-Marne",2543.61802777
"77197","Fretoy",861.83198833
"77198","Fromont",421.60817651
"77199","Fublaines",11504.00571201
"77200","Garentreville",430.55072563
"77201","Gastins",855.0040748
"77202","La Genevraye",2126.07145815
"77203","Germigny-l'Eveque",3905.56492488
"77204","Germigny-sous-Coulombs",502.45791309
"77205","Gesvres-le-Chapitre",2198.80030155
"77206","Giremoutiers",1749.07085624
"77207","Gironville",305.54153584
"77208","Gouaix",1927.95035597
"77209","Gouvernes",34307.13402001
"77210","La Grande-Paroisse",3578.91390516
"77211","Grandpuits-Bailly-Carrois",1681.47201516
"77212","Gravon",696.44450668
"77214","Gressy",8527.64396137
"77215","Gretz-Armainvilliers",10620.72248636
"77216","Grez-sur-Loing",2893.34267364
"77217","Grisy-Suisnes",3806.72683764
"77218","Grisy-sur-Seine",416.92494551
"77219","Guerard",3066.40566738
"77220","Guercheville",469.02375722
"77221","Guermantes",35091.58107868
"77222","Guignes",5930.13644294
"77223","Gurcy-le-Chatel",1770.27238777
"77224","Hautefeuille",1416.93918781
"77225","La Haute-Maison",948.08639298
"77226","Hericy",6877.41985799
"77227","Herme",833.24633379
"77228","Hondevilliers",620.1390053
"77229","La Houssaye-en-Brie",2207.78943368
"77230","Ichy",337.86197057
"77231","Isles-les-Meldeuses",3284.92801694
"77232","Isles-les-Villenoy",8597.7785252
"77233","Iverny",2335.41174751
"77234","Jablines",5141.17836805
"77235","Jaignes",1284.63215581
"77236","Jaulnes",1961.52989199
"77237","Jossigny",14163.53590225
"77238","Jouarre",4268.26291264
"77239","Jouy-le-Chatel",1491.76845084
"77240","Jouy-sur-Morin",4846.00760531
"77241","Juilly",5887.00926687
"77242","Jutigny",2470.29181469
"77243","Lagny-sur-Marne",37517.39245676
"77244","Larchant",856.03272094
"77245","Laval-en-Brie",734.43289636
"77246","Lechelle",658.79261217
"77247","Lescherolles",874.65540694
"77248","Lesches",7224.20265208
"77249","Lesigny",11379.50900022
"77250","Leudon-en-Brie",608.20809937
"77251","Lieusaint",17858.39717955
"77252","Limoges-Fourches",1324.93231875
"77253","Lissy",1688.7590484
"77254","Liverdy-en-Brie",2061.52744559
"77255","Livry-sur-Seine",13557.34143302
"77256","Lizines",1033.29300458
"77257","Lizy-sur-Ourcq",4685.33402322
"77258","Lognes",50203.29608894
"77259","Longperrier",11500.49506296
"77260","Longueville",3665.1674183
"77261","Lorrez-le-Bocage-Preaux",1435.24067538
"77262","Louan-Villegruis-Fontaine",520.74518709
"77263","Luisetaines",1065.95437496
"77264","Lumigny-Nesles-Ormeaux",1701.94943024
"77265","Luzancy",2936.30068782
"77266","Machault",1470.91810701
"77267","La Madeleine-sur-Loing",2190.98023094
"77268","Magny-le-Hongre",19480.50432961
"77269","Maincy",9676.49935874
"77270","Maisoncelles-en-Brie",1222.81628295
"77271","Maisoncelles-en-Gatinais",491.81995741
"77272","Maison-Rouge",1209.97065193
"77273","Marchemoret",2253.97236161
"77274","Marcilly",1031.61599919
"77275","Les Marets",384.23214806
"77276","Mareuil-les-Meaux",11824.2243385
"77277","Marles-en-Brie",2341.5216548
"77278","Marolles-en-Brie",1038.27407601
"77279","Marolles-sur-Seine",2214.43432147
"77280","Mary-sur-Marne",3896.13475846
"77281","Mauperthuis",3444.94969893
"77282","Mauregard",1379.70646173
"77283","May-en-Multien",1251.16309947
"77284","Meaux",55758.45801296
"77285","Le Mee-sur-Seine",55287.20038409
"77286","Meigneux",628.11005981
"77287","Meilleray",624.2184867
"77288","Melun",56837.71279286
"77289","Melz-sur-Seine",421.80909544
"77290","Mery-sur-Marne",2798.18803808
"77291","Le Mesnil-Amelot",1730.22751143
"77292","Messy",4285.18028723
"77293","Misy-sur-Yonne",1168.9147562
"77294","Mitry-Mory",21626.76586813
"77295","Moisenay",2251.36395216
"77296","Moissy-Cramayel",22464.31418658
"77297","Mondreville",382.22728938
"77298","Mons-en-Montois",2705.71465022
"77299","Montarlot",2695.79022583
"77300","Montceaux-les-Meaux",3774.98100617
"77301","Montceaux-les-Provins",363.36667222
"77302","Montcourt-Fromonville",3516.06810279
"77303","Montdauphin",321.86385989
"77304","Montenils",69.40083569
"77305","Montereau-Fault-Yonne",18264.75002921
"77306","Montereau-sur-le-Jard",1771.366402
"77307","Montevrain",25652.08435863
"77308","Montge-en-Goele",2620.68277066
"77309","Monthyon",2855.73166206
"77310","Montigny-le-Guesdier",1005.41857532
"77311","Montigny-Lencoup",1485.90319474
"77312","Montigny-sur-Loing",3391.99526743
"77313","Montmachoux",793.76778279
"77314","Montolivet",409.59241081
"77315","Montry",18878.32495949
"77316","Moret-sur-Loing",11149.8061786
"77317","Mormant",4884.48139678
"77318","Mortcerf",1978.75966098
"77319","Mortery",734.80687651
"77320","Mouroux",8169.805541
"77321","Mousseaux-les-Bray",2640.31282201
"77322","Moussy-le-Neuf",4832.85955318
"77323","Moussy-le-Vieux",4484.27424323
"77325","Mouy-sur-Seine",2570.42879013
"77326","Nandy",28340.45121022
"77327","Nangis",8266.53045935
"77328","Nanteau-sur-Essonne",539.54250072
"77329","Nanteau-sur-Lunain",1052.51633366
"77330","Nanteuil-les-Meaux",21207.69762934
"77331","Nanteuil-sur-Marne",2011.47252559
"77332","Nantouillet",2684.52343705
"77333","Nemours",14489.39274877
"77335","Chauconin-Neufmontiers",5058.00170913
"77336","Neufmoutiers-en-Brie",1324.23272361
"77337","Noisiel",69139.79267972
"77338","Noisy-Rudignon",1888.04045134
"77339","Noisy-sur-Ecole",2339.93705961
"77340","Nonville",1154.10915617
"77341","Noyen-sur-Seine",631.34352357
"77342","Obsonville",531.2112739
"77343","Ocquerre",2133.73777387
"77344","Oissery",6115.90997768
"77345","Orly-sur-Morin",1693.27110911
"77347","Les Ormes-sur-Voulzie",1456.37544343
"77348","Ormesson",3450.96030839
"77349","Othis",8077.03419046
"77350","Ozoir-la-Ferriere",26034.18062139
"77352","Ozouer-le-Voulgis",2822.84819635
"77353","Paley",1109.09243737
"77354","Pamfou",1509.43198981
"77355","Paroy",1252.45079617
"77356","Passy-sur-Seine",453.000191
"77357","Pecy",838.66765506
"77358","Penchard",6643.10309211
"77359","Perthes",3658.0065574
"77360","Pezarches",1086.92459851
"77361","Pierre-Levee",830.62983311
"77363","Le Pin",18099.49023119
"77364","Le Plessis-aux-Bois",2044.55712129
"77365","Le Plessis-Feu-Aussoux",1308.41298408
"77366","Le Plessis-l'Eveque",2858.98618285
"77367","Le Plessis-Placy",1572.74549651
"77368","Poigny",9760.22250391
"77369","Poincy",28583.74800034
"77370","Poligny",1261.8359673
"77371","Pommeuse",4275.42992286
"77372","Pomponne",22571.72723498
"77373","Pontault-Combault",50083.89106117
"77374","Pontcarre",9035.91963042
"77376","Precy-sur-Marne",2503.98762876
"77377","Presles-en-Brie",3184.35282555
"77378","Pringy",10398.64304675
"77379","Provins",12888.12699391
"77380","Puisieux",869.1428536
"77381","Quiers",1144.00422473
"77382","Quincy-Voisins",9401.92790109
"77383","Rampillon",895.63931186
"77384","Reau",7172.75469277
"77385","Rebais",2764.12520566
"77386","Recloses",1263.15023605
"77387","Remauville",812.34585066
"77388","Reuil-en-Brie",5766.89604372
"77389","La Rochette",19775.02405267
"77390","Roissy-en-Brie",33572.68109904
"77391","Rouilly",3713.60872244
"77392","Rouvres",4166.74158943
"77393","Rozay-en-Brie",3267.23314129
"77394","Rubelles",20059.20238284
"77395","Rumont",517.16535835
"77396","Rupereux",295.26631852
"77397","Saacy-sur-Marne",2752.70768984
"77398","Sablonnieres",1314.14083069
"77399","Saint-Ange-le-Viel",817.2012014
"77400","Saint-Augustin",4017.54020209
"77401","Sainte-Aulde",1499.70404164
"77402","Saint-Barthelemy",505.05044092
"77403","Saint-Brice",2304.72840108
"77404","Sainte-Colombe",4224.73092005
"77405","Saint-Cyr-sur-Morin",2411.19535212
"77406","Saint-Denis-les-Rebais",2167.53689885
"77407","Saint-Fargeau-Ponthierry",15474.14323595
"77408","Saint-Fiacre",2916.31741202
"77409","Saint-Germain-Laval",6855.89712991
"77410","Saint-Germain-Laxis",1943.81530199
"77411","Saint-Germain-sous-Doue",1855.1879737
"77412","Saint-Germain-sur-Ecole",3169.65184967
"77413","Saint-Germain-sur-Morin",15614.56821444
"77414","Saint-Hilliers",536.3151983
"77415","Saint-Jean-les-Deux-Jumeaux",1992.20229705
"77416","Saint-Just-en-Brie",402.37344345
"77417","Saint-Leger",854.564296
"77418","Saint-Loup-de-Naud",2232.29993742
"77419","Saint-Mammes",13398.0499369
"77420","Saint-Mard",11441.70961362
"77421","Saint-Mars-Vieux-Maisons",392.03982699
"77423","Saint-Martin-des-Champs",3736.17013794
"77424","Saint-Martin-du-Boschet",350.87246886
"77425","Saint-Martin-en-Biere",2127.74418057
"77426","Saint-Mery",1443.37610176
"77427","Saint-Mesmes",1929.47002001
"77428","Saint-Ouen-en-Brie",1214.5000187
"77429","Saint-Ouen-sur-Morin",2455.32863737
"77430","Saint-Pathus",7413.19383604
"77431","Saint-Pierre-les-Nemours",8144.24576351
"77432","Saint-Remy-la-Vanne",1851.17036993
"77433","Saints",2310.83488118
"77434","Saint-Sauveur-les-Bray",1186.33260043
"77435","Saint-Sauveur-sur-Ecole",5231.36155605
"77436","Saint-Simeon",1739.7911504
"77437","Saint-Soupplets",4122.49618293
"77438","Saint-Thibault-des-Vignes",38580.33717932
"77439","Salins",2016.93311197
"77440","Sammeron",2651.59327027
"77441","Samois-sur-Seine",4232.31956838
"77442","Samoreau",15491.72985683
"77443","Sancy",2023.47913553
"77444","Sancy-les-Provins",437.91614795
"77445","Savigny-le-Temple",36258.91709469
"77446","Savins",2266.23066847
"77447","Seine-Port",11993.62424828
"77448","Sept-Sorts",7234.0898724
"77449","Serris",16445.80409581
"77450","Servon",12018.85278184
"77451","Signy-Signets",1565.28979484
"77452","Sigy",1239.66851057
"77453","Sivry-Courtry",1453.33721839
"77454","Sognolles-en-Montois",1007.44194288
"77455","Soignolles-en-Brie",3464.88168405
"77456","Soisy-Bouy",1496.81346536
"77457","Solers",3981.37283728
"77458","Souppes-sur-Loing",5528.31210079
"77459","Sourdun",1556.73856283
"77460","Tancrou",1148.54993527
"77461","Thenisy",1036.12661626
"77462","Thieux",2190.94011992
"77463","Thomery",14266.14129009
"77464","Thorigny-sur-Marne",28018.64575753
"77465","Thoury-Ferottes",1951.6417092
"77466","Tigeaux",2841.52896025
"77467","La Tombe",997.93752887
"77468","Torcy",53328.1701771
"77469","Touquin",1584.87496317
"77470","Tournan-en-Brie",8822.50598155
"77471","Tousson",501.12383676
"77472","La Tretoire",2085.80926229
"77473","Treuzy-Levelay",1188.71259407
"77474","Trilbardou",2571.01126475
"77475","Trilport",6437.64905958
"77476","Trocy-en-Multien",1358.15422185
"77477","Ury",1731.87754359
"77478","Ussy-sur-Marne",2821.1957859
"77479","Vaires-sur-Marne",52603.40146989
"77480","Valence-en-Brie",1263.41541776
"77481","Vanville",779.83253851
"77482","Varennes-sur-Seine",7376.99665216
"77483","Varreddes",2966.82946705
"77484","Vaucourtois",1483.93555557
"77485","Le Vaudoue",1368.67550388
"77486","Vaudoy-en-Brie",917.73502786
"77487","Vaux-le-Penil",17821.9248183
"77489","Vaux-sur-Lunain",517.11508073
"77490","Vendrest",1096.3448042
"77491","Veneux-les-Sablons",12939.68244041
"77492","Verdelot",1319.94631833
"77493","Verneuil-l'Etang",5828.27416154
"77494","Vernou-la-Celle-sur-Seine",4693.71614563
"77495","Vert-Saint-Denis",19836.58677375
"77496","Vieux-Champagne",642.17236136
"77498","Vignely",4446.34856755
"77500","Villebeon",675.9188979
"77501","Villecerf",1501.85781042
"77504","Villemarechal",1063.82574598
"77505","Villemareuil",1288.25481721
"77506","Villemer",984.34679881
"77507","Villenauxe-la-Petite",678.35916965
"77508","Villeneuve-le-Comte",2534.96853692
"77509","Villeneuve-les-Bordes",749.14640169
"77510","Villeneuve-Saint-Denis",2856.47723019
"77511","Villeneuve-sous-Dammartin",2934.95380636
"77512","Villeneuve-sur-Bellot",1875.14881505
"77513","Villenoy",10104.70386374
"77514","Villeparisis",30885.05056301
"77515","Villeroy",2423.25217272
"77516","Ville-Saint-Jacques",1632.07139693
"77517","Villevaude",7996.99413185
"77518","Villiers-en-Biere",9251.12471824
"77519","Villiers-Saint-Georges",1212.04536382
"77520","Villiers-sous-Grez",1517.3383789
"77521","Villiers-sur-Morin",5418.13409076
"77522","Villiers-sur-Seine",431.27834723
"77523","Villuis",670.63218638
"77524","Vimpelles",847.18397908
"77525","Vinantes",1892.63237023
"77526","Vincy-Manoeuvre",388.29455948
"77527","Voinsles",820.78414802
"77528","Voisenon",20316.77903072
"77529","Voulangis",4075.98678537
"77530","Voulton",342.85542788
"77531","Voulx",2169.3691263
"77532","Vulaines-les-Provins",535.42201294
"77533","Vulaines-sur-Seine",11444.57575936
"77534","Yebles",3434.00670611
"78003","Ablis",3454.97255835
"78005","Acheres",37494.39197088
"78006","Adainville",1973.98433173
"78007","Aigremont",24599.50543386
"78009","Allainville",459.53575069
"78010","Les Alluets-le-Roi",3369.0714256
"78013","Andelu",3723.03224597
"78015","Andresy",36414.89879136
"78020","Arnouville-les-Mantes",2075.95462113
"78029","Aubergenville",16879.04514411
"78030","Auffargis",3334.26530888
"78031","Auffreville-Brasseuil",18841.61855874
"78033","Aulnay-sur-Mauldre",9988.40342933
"78034","Auteuil",3411.67580552
"78036","Autouillet",3145.28978982
"78043","Bailly",26445.3948945
"78048","Bazainville",2990.86121462
"78049","Bazemont",5180.87211815
"78050","Bazoches-sur-Guyonne",3371.96383058
"78053","Behoust",3455.64387154
"78057","Bennecourt",6179.60220581
"78062","Beynes",9067.87946918
"78068","Blaru",1172.90991531
"78070","Boinville-en-Mantois",2798.00374784
"78071","Boinville-le-Gaillard",953.20916472
"78072","Boinvilliers",1913.63558293
"78073","Bois-d'Arcy",46047.78041087
"78076","Boissets",1004.08275312
"78077","La Boissiere-Ecole",1007.69257957
"78082","Boissy-Mauvoisin",2171.77127683
"78084","Boissy-sans-Avoir",3851.63729621
"78087","Bonnelles",2792.95231926
"78089","Bonnieres-sur-Seine",6090.95531131
"78090","Bouafle",13896.53081414
"78092","Bougival",78286.0405801
"78096","Bourdonne",1568.92895047
"78104","Breuil-Bois-Robert",7696.89703165
"78107","Breval",3095.8279362
"78108","Les Breviaires",2580.49568871
"78113","Brueil-en-Vexin",3253.0495354
"78117","Buc",27961.75493288
"78118","Buchelay",41833.8956177
"78120","Bullion",2526.41028451
"78123","Carrieres-sous-Poissy",40804.45369688
"78124","Carrieres-sur-Seine",123770.43099045
"78125","La Celle-les-Bordes",1640.61664239
"78126","La Celle-Saint-Cloud",68995.44204198
"78128","Cernay-la-Ville",2352.05485376
"78133","Chambourcy",21357.29980055
"78138","Chanteloup-les-Vignes",35484.90654118
"78140","Chapet",23590.22592432
"78143","Chateaufort",7946.34966779
"78146","Chatou",87805.82804922
"78147","Chaufour-les-Bonnieres",1224.3068481
"78152","Chavenay",10884.31178345
"78158","Le Chesnay",82632.69697436
"78160","Chevreuse",8987.05142063
"78162","Choisel",1557.34708405
"78163","Civry-la-Foret",1302.73347901
"78164","Clairefontaine-en-Yvelines",929.90033097
"78165","Les Clayes-sous-Bois",39121.964296
"78168","Coignieres",19474.96151715
"78171","Conde-sur-Vesgre",1976.69791653
"78172","Conflans-Sainte-Honorine",54893.88581654
"78185","Courgent",2658.44307714
"78188","Cravent",990.93881408
"78189","Crespieres",2359.89754962
"78190","Croissy-sur-Seine",82318.22085708
"78192","Dammartin-en-Serve",1817.20307602
"78193","Dampierre-en-Yvelines",2475.30441256
"78194","Dannemarie",996.98860588
"78196","Davron",2878.87248376
"78202","Drocourt",1984.69459511
"78206","Ecquevilly",7855.27876005
"78208","Elancourt",53951.35486146
"78209","Emance",1048.23677531
"78217","Epone",13378.35817897
"78220","Les Essarts-le-Roi",7506.04920095
"78224","L'Etang-la-Ville",28022.86063632
"78227","Evecquemont",16016.43513405
"78230","La Falaise",12208.9285639
"78231","Favrieux",1823.16925734
"78233","Feucherolles",4737.51027494
"78234","Flacourt",1430.30154551
"78236","Flexanville",2059.77847427
"78237","Flins-Neuve-Eglise",1348.44903671
"78238","Flins-sur-Seine",16142.52172358
"78239","Follainville-Dennemont",16909.95921747
"78242","Fontenay-le-Fleury",40080.70557726
"78245","Fontenay-Mauvoisin",4706.08101595
"78246","Fontenay-Saint-Pere",3155.95844853
"78251","Fourqueux",20346.15436784
"78255","Freneuse",5676.47874475
"78261","Gaillon-sur-Montcient",7903.75981236
"78262","Galluis",5392.80708388
"78263","Gambais",2934.3503451
"78264","Gambaiseuil",383.24816186
"78265","Garancieres",4401.30270439
"78267","Gargenville",13755.90807955
"78269","Gazeran",2171.70089239
"78276","Gommecourt",3279.81855201
"78278","Goupillieres",1956.55430172
"78281","Goussonville",2361.70725336
"78283","Grandchamp",583.17268478
"78285","Gressey",1820.13982114
"78289","Grosrouvre",2490.85768015
"78290","Guernes",4474.09531468
"78291","Guerville",9190.14884017
"78296","Guitrancourt",10376.63170496
"78297","Guyancourt",43251.13185595
"78299","Hardricourt",19710.03345563
"78300","Hargeville",1622.05770909
"78302","La Hauteville",785.20046386
"78305","Herbeville",3520.03401884
"78307","Hermeray",1622.02823225
"78310","Houdan",3984.35038373
"78311","Houilles",125507.61186938
"78314","Issou",14918.80310691
"78317","Jambville",3133.82605442
"78320","Jeufosse",3577.6336342
"78321","Jouars-Pontchartrain",20567.1348207
"78322","Jouy-en-Josas",18350.08479378
"78324","Jouy-Mauvoisin",6730.28827827
"78325","Jumeauville",1839.2404275
"78327","Juziers",10570.74551038
"78329","Lainville-en-Vexin",1940.85465099
"78334","Levis-Saint-Nom",8629.41656267
"78335","Limay",31395.10901946
"78337","Limetz-Villez",3633.85771731
"78343","Les Loges-en-Josas",14759.0131633
"78344","Lommoye",1502.77243324
"78346","Longnes",2283.65943681
"78349","Longvilliers",1671.10422253
"78350","Louveciennes",56220.58252052
"78354","Magnanville",30396.3412818
"78356","Magny-les-Hameaux",20708.28539838
"78358","Maisons-Laffitte",64267.31761494
"78361","Mantes-la-Jolie",55210.50201553
"78362","Mantes-la-Ville",44536.94654404
"78364","Marcq",4070.03014369
"78366","Mareil-le-Guyon",3515.40298091
"78367","Mareil-Marly",35588.50244884
"78368","Mareil-sur-Mauldre",4365.29793646
"78372","Marly-le-Roi",42299.93913563
"78380","Maule",7460.27112522
"78381","Maulette",3113.23752542
"78382","Maurecourt",39503.87167244
"78383","Maurepas",36621.26609344
"78384","Medan",22373.32449988
"78385","Menerville",1683.4041463
"78389","Mere",4452.63171248
"78391","Mericourt",4832.74829326
"78396","Le Mesnil-le-Roi",52074.61305781
"78397","Le Mesnil-Saint-Denis",14073.44402973
"78398","Les Mesnuls",3021.43555231
"78401","Meulan-en-Yvelines",34892.82912805
"78402","Mezieres-sur-Seine",9926.24710496
"78403","Mezy-sur-Seine",12698.49396713
"78404","Millemont",2032.09603313
"78406","Milon-la-Chapelle",14635.88422702
"78407","Mittainville",728.40189547
"78410","Moisson",2186.19535269
"78413","Mondreville",1426.52017064
"78415","Montainville",5635.32975565
"78416","Montalet-le-Bois",2775.86734413
"78417","Montchauvet",1426.99748725
"78418","Montesson",64496.16447908
"78420","Montfort-l'Amaury",4674.42816002
"78423","Montigny-le-Bretonneux",61298.93691966
"78431","Morainvilliers",8970.13272709
"78437","Mousseaux-sur-Seine",3265.36308461
