"ID","NAMES","population_AsTheCowRolls_POT_5"
"78171","Conde-sur-Vesgre",3462.23617405
"78172","Conflans-Sainte-Honorine",61797.52898559
"78185","Courgent",4198.65272249
"78188","Cravent",1208.61629782
"78189","Crespieres",5471.03042436
"78190","Croissy-sur-Seine",75406.18811943
"78192","Dammartin-en-Serve",3461.97475984
"78193","Dampierre-en-Yvelines",7875.97777846
"78194","Dannemarie",2441.5186035
"78196","Davron",3538.42799158
"78202","Drocourt",3847.55269193
"78206","Ecquevilly",16034.07040574
"78208","Elancourt",52701.81226829
"78209","Emance",1091.46132647
"78217","Epone",28079.72668867
"78220","Les Essarts-le-Roi",12301.24997468
"78224","L'Etang-la-Ville",46661.54429244
"78227","Evecquemont",29175.19836334
"78230","La Falaise",20970.71448563
"78231","Favrieux",9940.46775527
"78233","Feucherolles",7501.15233395
"78234","Flacourt",1532.9397817
"78236","Flexanville",3080.25970635
"78237","Flins-Neuve-Eglise",2095.68366079
"78238","Flins-sur-Seine",33585.84539299
"78239","Follainville-Dennemont",6323.91657637
"78242","Fontenay-le-Fleury",55566.01752887
"78245","Fontenay-Mauvoisin",10635.89469281
"78246","Fontenay-Saint-Pere",8119.47943747
"78251","Fourqueux",40143.66178102
"78255","Freneuse",5936.87129562
"78261","Gaillon-sur-Montcient",32681.18225492
"78262","Galluis",6950.64029941
"78263","Gambais",5028.69255714
"78264","Gambaiseuil",2041.85745189
"78265","Garancieres",5864.65948955
"78267","Gargenville",22798.47985803
"78269","Gazeran",4206.39727163
"78276","Gommecourt",1761.07601746
"78278","Goupillieres",2550.43566756
"78281","Goussonville",2045.46246084
"78283","Grandchamp",654.1531822
"78285","Gressey",1606.82637013
"78289","Grosrouvre",2545.64872958
"78290","Guernes",1029.51677324
"78291","Guerville",5292.77774815
"78296","Guitrancourt",10074.51951921
"78297","Guyancourt",49810.75449492
"78299","Hardricourt",46409.11041758
"78300","Hargeville",2577.85266359
"78302","La Hauteville",608.37603859
"78305","Herbeville",5107.50115809
"78307","Hermeray",1795.34845741
"78310","Houdan",5020.04082433
"78311","Houilles",141077.49454908
"78314","Issou",33281.35632485
"78317","Jambville",2807.35720256
"78320","Jeufosse",3863.72673792
"78321","Jouars-Pontchartrain",14849.45346603
"78322","Jouy-en-Josas",31229.9409719
"78324","Jouy-Mauvoisin",15608.47537737
"78325","Jumeauville",1438.7979669
"78327","Juziers",20946.32240026
"78329","Lainville-en-Vexin",2285.52518646
"78334","Levis-Saint-Nom",6531.16530493
"78335","Limay",70567.99324916
"78337","Limetz-Villez",2952.81794845
"78343","Les Loges-en-Josas",18099.58181655
"78344","Lommoye",1324.89812946
"78346","Longnes",3939.86085552
"78349","Longvilliers",7112.58576303
"78350","Louveciennes",55926.74415506
"78354","Magnanville",57005.42988659
"78356","Magny-les-Hameaux",13862.21471151
"78358","Maisons-Laffitte",67825.87987958
"78361","Mantes-la-Jolie",84945.07836076
"78362","Mantes-la-Ville",72601.6516881
"78364","Marcq",6297.71162946
"78366","Mareil-le-Guyon",9281.37845524
"78367","Mareil-Marly",50171.25729243
"78368","Mareil-sur-Mauldre",12588.87613554
"78372","Marly-le-Roi",67342.14212671
"78380","Maule",11797.16002886
"78381","Maulette",6481.38495408
"78382","Maurecourt",44262.92007171
"78383","Maurepas",59549.36762471
"78384","Medan",26236.19638963
"78385","Menerville",3245.77415412
"78389","Mere",6223.98790568
"78391","Mericourt",5504.71236337
"78396","Le Mesnil-le-Roi",57995.95832525
"78397","Le Mesnil-Saint-Denis",21578.38131603
"78398","Les Mesnuls",5919.49836064
"78401","Meulan-en-Yvelines",51875.34760365
"78402","Mezieres-sur-Seine",22532.90471159
"78403","Mezy-sur-Seine",31086.81482551
"78404","Millemont",4585.19141942
"78406","Milon-la-Chapelle",13802.48547854
"78407","Mittainville",1461.48710068
"78410","Moisson",1656.97422231
"78413","Mondreville",2131.25482914
"78415","Montainville",5940.70754803
"78416","Montalet-le-Bois",3911.60288392
"78417","Montchauvet",2566.78564292
"78418","Montesson",110926.44228416
"78420","Montfort-l'Amaury",7115.43955252
