"ID", "VAR", "MODE", "SPAN","VALUE"
"TS115D","POPTO2004","AsTheCrowFlies",0,55489
"TS115D","POPTO2004","AsTheCrowFlies",10000,77815.86548836
"TS115D","POPTO2004","AsTheCrowFlies",20000,466395.00489771
"TS115D","POPTO2004","AsTheCrowFlies",30000,1214534.35318419
"TS115D","POPTO2004","AsTheCrowFlies",40000,1903918.13727149
"TS115D","POPTO2004","AsTheCrowFlies",50000,2411409.88306067
"TS115D","POPTO2004","AsTheCrowFlies",60000,2833846.11727809
"TS115D","POPTO2004","AsTheCrowFlies",70000,3230699.36927929
"TS115D","POPTO2004","AsTheCrowFlies",80000,3617984.20336004
"TS115D","POPTO2004","AsTheCrowFlies",90000,3995535.04076901
"TS115D","POPTO2004","AsTheCrowFlies",1e+05,4360487.41124126
"TS115D","POPTO2004","AsTheCrowFlies",110000,4711415.82012751
"TS115D","POPTO2004","AsTheCrowFlies",120000,5047880.27100804
"TS115D","POPTO2004","AsTheCrowFlies",130000,5368905.86062363
"TS115D","POPTO2004","AsTheCrowFlies",140000,5672803.40813381
"TS115D","POPTO2004","AsTheCrowFlies",150000,5958026.71945656
"TS115D","POPTO2004","AsTheCrowFlies",160000,6223924.04386133
"TS115D","POPTO2004","AsTheCrowFlies",170000,6470897.62587162
"TS115D","POPTO2004","AsTheCrowFlies",180000,6700120.53075998
"TS115D","POPTO2004","AsTheCrowFlies",190000,6913125.91489488
"TS115D","POPTO2004","AsTheCrowFlies",2e+05,7111475.9719409
"TS115D","NBLOG2004","AsTheCrowFlies",0,12521
"TS115D","NBLOG2004","AsTheCrowFlies",10000,18461.39867506
"TS115D","NBLOG2004","AsTheCrowFlies",20000,124329.71545607
"TS115D","NBLOG2004","AsTheCrowFlies",30000,326912.5749072
"TS115D","NBLOG2004","AsTheCrowFlies",40000,508978.34331765
"TS115D","NBLOG2004","AsTheCrowFlies",50000,639796.21854539
"TS115D","NBLOG2004","AsTheCrowFlies",60000,748067.06754998
"TS115D","NBLOG2004","AsTheCrowFlies",70000,849970.62120355
"TS115D","NBLOG2004","AsTheCrowFlies",80000,948726.10371253
"TS115D","NBLOG2004","AsTheCrowFlies",90000,1043584.68363541
"TS115D","NBLOG2004","AsTheCrowFlies",1e+05,1133830.61902795
"TS115D","NBLOG2004","AsTheCrowFlies",110000,1219578.92937013
"TS115D","NBLOG2004","AsTheCrowFlies",120000,1301274.39127325
"TS115D","NBLOG2004","AsTheCrowFlies",130000,1379078.64084585
"TS115D","NBLOG2004","AsTheCrowFlies",140000,1452777.95444274
"TS115D","NBLOG2004","AsTheCrowFlies",150000,1522050.65527231
"TS115D","NBLOG2004","AsTheCrowFlies",160000,1586725.65748261
"TS115D","NBLOG2004","AsTheCrowFlies",170000,1646872.10462032
"TS115D","NBLOG2004","AsTheCrowFlies",180000,1702752.56840926
"TS115D","NBLOG2004","AsTheCrowFlies",190000,1754727.00854792
"TS115D","NBLOG2004","AsTheCrowFlies",2e+05,1803168.73140086
"TS115D","IMMIG9404","AsTheCrowFlies",0,3310
"TS115D","IMMIG9404","AsTheCrowFlies",10000,5904.45638182
"TS115D","IMMIG9404","AsTheCrowFlies",20000,47736.82930681
"TS115D","IMMIG9404","AsTheCrowFlies",30000,135322.38972423
"TS115D","IMMIG9404","AsTheCrowFlies",40000,213187.70074545
"TS115D","IMMIG9404","AsTheCrowFlies",50000,263766.6154295
"TS115D","IMMIG9404","AsTheCrowFlies",60000,300714.34337497
"TS115D","IMMIG9404","AsTheCrowFlies",70000,332515.90930868
"TS115D","IMMIG9404","AsTheCrowFlies",80000,360990.10832682
"TS115D","IMMIG9404","AsTheCrowFlies",90000,386191.37964352
"TS115D","IMMIG9404","AsTheCrowFlies",1e+05,408350.2364954
"TS115D","IMMIG9404","AsTheCrowFlies",110000,428096.9230442
"TS115D","IMMIG9404","AsTheCrowFlies",120000,446150.98741304
"TS115D","IMMIG9404","AsTheCrowFlies",130000,463011.01430298
"TS115D","IMMIG9404","AsTheCrowFlies",140000,478894.36578171
"TS115D","IMMIG9404","AsTheCrowFlies",150000,493849.69087047
"TS115D","IMMIG9404","AsTheCrowFlies",160000,507880.89266557
"TS115D","IMMIG9404","AsTheCrowFlies",170000,521010.23353573
"TS115D","IMMIG9404","AsTheCrowFlies",180000,533288.31111157
"TS115D","IMMIG9404","AsTheCrowFlies",190000,544781.06452168
"TS115D","IMMIG9404","AsTheCrowFlies",2e+05,555554.97080422
"TS115D","EMIG9404","AsTheCrowFlies",0,2064
"TS115D","EMIG9404","AsTheCrowFlies",10000,3235.3907526
"TS115D","EMIG9404","AsTheCrowFlies",20000,30526.08951501
"TS115D","EMIG9404","AsTheCrowFlies",30000,107543.3583113
"TS115D","EMIG9404","AsTheCrowFlies",40000,173373.45368576
"TS115D","EMIG9404","AsTheCrowFlies",50000,214509.03668384
"TS115D","EMIG9404","AsTheCrowFlies",60000,244805.0884824
"TS115D","EMIG9404","AsTheCrowFlies",70000,271830.87901394
"TS115D","EMIG9404","AsTheCrowFlies",80000,297466.1886156
"TS115D","EMIG9404","AsTheCrowFlies",90000,321903.24200588
"TS115D","EMIG9404","AsTheCrowFlies",1e+05,345134.24763472
"TS115D","EMIG9404","AsTheCrowFlies",110000,367282.22581464
"TS115D","EMIG9404","AsTheCrowFlies",120000,388540.38676439
"TS115D","EMIG9404","AsTheCrowFlies",130000,409003.53475476
"TS115D","EMIG9404","AsTheCrowFlies",140000,428624.46498448
"TS115D","EMIG9404","AsTheCrowFlies",150000,447287.94458352
"TS115D","EMIG9404","AsTheCrowFlies",160000,464894.98617136
"TS115D","EMIG9404","AsTheCrowFlies",170000,481402.9491966
"TS115D","EMIG9404","AsTheCrowFlies",180000,496825.26269832
"TS115D","EMIG9404","AsTheCrowFlies",190000,511212.74088796
"TS115D","EMIG9404","AsTheCrowFlies",2e+05,524633.32446538
